business_id,business_name,categories,business_stars,business_review_count,avg_review_stars,review_count_in_data,divergence_score,stars_norm,log_rc_norm,quadrant,date_first,date_last
0kLivwqFCIAb2V7Vhndpow,Dentistry For Life,"Health & Medical, Orthodontists, Oral Surgeons, Dentists, General Dentistry, Endodontists, Cosmetic Dentists",4.5,61,4.59375,32,0.6087144058343773,0.875,0.2662855941656227,High Q / Low Pop (Oportunidad),2016-04-14 15:40:04,2021-07-21 23:50:41
0knCwcE4p82vEyhpht7X4A,The Hubble Bubble Hookah Lounge,"Lounges, Local Flavor, Arts & Entertainment, Social Clubs, Hookah Bars, Nightlife, Bars",4.0,24,4.0625,16,0.6309876281532378,0.75,0.11901237184676218,High Q / Low Pop (Oportunidad),2015-11-29 03:18:51,2019-08-20 03:38:15
0lFkJT6DqT3eMnpW9gP_bw,Liberties,"Restaurants, Bars, American (Traditional), Pubs, Nightlife",3.0,40,2.878787878787879,33,0.300773124488065,0.5,0.19922687551193502,High Q / Low Pop (Oportunidad),2006-07-07 12:54:44,2013-12-31 19:11:08
0lGN91IoLe02MtEu9Xtf1w,Pizza Hut,"Chicken Wings, Pizza, Restaurants, Italian",1.5,22,1.5333333333333334,15,0.019507873124222197,0.125,0.1054921268757778,Low Q / Low Pop,2012-05-12 14:04:59,2019-06-04 21:53:09
0lcyi1tnVldDB8rxKraZSQ,Bloom,"Shopping, Fashion, Women's Clothing, Jewelry, Accessories",5.0,15,4.7272727272727275,11,0.9533526380361446,1.0,0.04664736196385548,High Q / Low Pop (Oportunidad),2011-04-04 16:37:55,2013-12-25 01:21:39
0m5uP9SGYT7w6liaBROwXw,Ground Up Coffee Shop,"Food, Coffee & Tea, Sandwiches, Bakeries, Restaurants, Breakfast & Brunch, Cafes",4.5,24,4.578947368421052,19,0.7559876281532378,0.875,0.11901237184676218,High Q / Low Pop (Oportunidad),2019-04-08 20:43:04,2022-01-07 04:56:37
0mijbNf-7wiKJ9xto1pAyg,Spice Finch,"Breakfast & Brunch, Restaurants, Mediterranean",4.5,325,4.275167785234899,298,0.339585486525007,0.875,0.535414513474993,High Q / High Pop,2018-07-14 00:04:11,2022-01-19 05:18:11
0nFhxTqIlkIAJypUkON-rQ,Big Daddy Pizza,"Restaurants, Pizza",2.5,74,2.8214285714285716,56,0.07784873805597359,0.375,0.2971512619440264,Low Q / Low Pop,2013-02-06 22:40:58,2021-12-18 22:53:26
0nwOwZGlB4v6XfuPLd-HWA,Pizza Rustica,"Pizza, Restaurants",2.5,128,2.456896551724138,116,-0.010088606389298205,0.375,0.3850886063892982,Low Q / Low Pop,2007-02-13 21:30:36,2015-11-22 00:18:57
0o8k654DD4h8ywBOXP1GRA,El Purepecha,"Mexican, Restaurants",4.5,239,4.540816326530612,196,0.3892449909363071,0.875,0.4857550090636929,High Q / Low Pop (Oportunidad),2016-05-08 14:05:11,2022-01-11 19:01:15
0oSSjekU-3GR8gselReWnA,Butcher and Singer,"Restaurants, Steakhouses, American (Traditional)",4.5,1290,4.375959079283888,1173,0.11642386236860491,0.875,0.7585761376313951,High Q / High Pop,2008-11-02 16:01:32,2022-01-18 01:21:05
0obzlnnuK6Mf0yc6aZBu1A,Bella Boutique,"Hair Removal, Shopping, Accessories, Fashion, Beauty & Spas, Used, Vintage & Consignment, Women's Clothing",2.5,66,2.5869565217391304,46,0.09613841526264671,0.375,0.2788615847373533,Low Q / Low Pop,2007-01-28 20:31:30,2021-10-09 17:36:26
0p5Q__lOXxnp74afXHP5tg,Jasmine Rice - Old City,"Restaurants, Thai",3.5,64,3.4313725490196076,51,0.3510523975462897,0.625,0.2739476024537103,High Q / Low Pop (Oportunidad),2016-05-19 11:52:10,2019-08-14 02:33:48
0pH8MrLJIO1LbHWs39PWlQ,Saint Joseph's University,"Colleges & Universities, Education",3.0,21,3.25,16,0.4017156822202186,0.5,0.0982843177797814,High Q / Low Pop (Oportunidad),2008-01-22 20:24:38,2021-05-25 00:09:12
0pnIIgi4sm96CllW0DhXug,Il Pittore,"Restaurants, American (New), Diners, Italian",4.0,191,4.058479532163743,171,0.30042749587776046,0.75,0.44957250412223954,High Q / Low Pop (Oportunidad),2011-11-02 03:16:00,2016-03-29 02:12:38
0pzCUHzYxd69lgKfssaRyQ,Halloween,"Jewelry, Shopping",4.0,72,4.30188679245283,53,0.45723141040512755,0.75,0.29276858959487245,High Q / Low Pop (Oportunidad),2007-10-27 03:50:49,2021-12-23 13:31:33
0qbMXG1Aw3a2beoQhU52lQ,Al Sham Restaurant - Philadelphia,"Restaurants, Halal, Kebab, Middle Eastern",3.5,37,3.68,25,0.4380941637406764,0.625,0.1869058362593236,High Q / Low Pop (Oportunidad),2019-02-17 21:55:03,2022-01-01 18:48:55
0qcm4F3ejr-Q1B5M39rgUA,AT&T Store,"Mobile Phones, Mobile Phone Accessories, Local Services, IT Services & Computer Repair, Telecommunications, Shopping, Electronics",2.5,15,3.0,9,0.3283526380361445,0.375,0.04664736196385548,Low Q / Low Pop,2015-03-11 23:20:58,2019-09-15 21:20:40
0sb5sHF_BNcUzDxuia-D1w,Resurrection Ale House,"Restaurants, Gastropubs, Nightlife, Bars",4.0,257,3.857142857142857,259,0.2525182675801419,0.75,0.4974817324198581,High Q / Low Pop (Oportunidad),2009-09-24 03:42:42,2014-10-08 20:44:46
0swbH3HFkIX9SvMkRwCMSA,A Taste of Philly Chestnut Hill,"Bakeries, Food",3.5,17,3.6842105263157894,19,0.5592542359332957,0.625,0.06574576406670435,High Q / Low Pop (Oportunidad),2009-10-04 22:42:10,2015-05-27 03:22:59
0tJbuiMAkcbzd6LkbAMZyg,Sportsradio 94WIP,"Mass Media, Radio Stations",3.0,11,3.3333333333333335,9,0.5,0.5,0.0,High Q / Low Pop (Oportunidad),2007-03-02 17:14:34,2020-02-18 20:29:36
0tamJjc_EA4uLJOhb9dtgw,Beauty Shop Cafe,"Food, Coffee & Tea",4.0,48,4.066666666666666,45,0.5218703510237183,0.75,0.22812964897628177,High Q / Low Pop (Oportunidad),2007-07-18 17:09:29,2013-07-28 13:09:09
0u7UZC-5t_v8AS8AXTFASw,About Hotpot,"Chinese, Hot Pot, Restaurants",3.5,78,3.533333333333333,30,0.3194235180594978,0.625,0.3055764819405022,High Q / Low Pop (Oportunidad),2017-02-13 21:06:39,2019-07-20 02:24:02
0uvzocFq0L_OMx4CF1g81g,Moneza's Cleaners and Fashions,"Dry Cleaning & Laundry, Laundry Services, Fashion, Sewing & Alterations, Shopping, Formal Wear, Local Services, Customized Merchandise",4.0,12,4.0,8,0.7370211545488627,0.75,0.012978845451137224,High Q / Low Pop (Oportunidad),2017-02-25 20:15:04,2020-05-22 00:40:54
0v5gedzRunqlbgtj3u1QCQ,QDOBA Mexican Eats,"Restaurants, Fast Food, Event Planning & Services, Mexican, Caterers",3.5,65,3.34375,64,0.3485767921229544,0.625,0.2764232078770456,High Q / Low Pop (Oportunidad),2007-08-10 22:23:24,2021-08-26 01:42:27
0vU_OcoHU_hcEfNTpDyOvA,Dunkin',"Donuts, Food, Coffee & Tea",2.0,11,2.3,10,0.25,0.25,0.0,Low Q / Low Pop,2011-12-15 01:11:21,2021-09-10 15:28:34
0vfmJXYVLZAMpUuNJx6ejw,Grindcore House,"Food, Vegan, Sandwiches, Bakeries, Restaurants, Coffee & Tea",4.5,25,4.291666666666667,24,0.7496280285183029,0.875,0.12537197148169713,High Q / Low Pop (Oportunidad),2019-12-28 22:43:37,2021-10-31 08:12:31
0wlZLeOAxvxqRrpRlo6PpQ,Nightmare Before Tinsel,"Restaurants, Pop-Up Restaurants, Nightlife, Bars",4.0,36,4.303030303030303,33,0.5674183934849252,0.75,0.18258160651507485,High Q / Low Pop (Oportunidad),2019-10-06 14:36:09,2021-11-01 10:56:25
0xIhMfCFH94RXTFGx_Mhtw,SUGA,"Bars, Soup, Restaurants, Cocktail Bars, Chinese, Coffee & Tea, Asian Fusion, Food, Nightlife",3.5,166,3.7687074829931975,147,0.19804753504196182,0.625,0.4269524649580382,High Q / Low Pop (Oportunidad),2016-02-22 01:33:13,2019-08-21 11:52:08
0xadnlAs2uV7Ax-7RViZEw,Ikki Sushi,"Sushi Bars, Japanese, Restaurants",4.5,34,4.310344827586207,29,0.701428989588478,0.875,0.17357101041152198,High Q / Low Pop (Oportunidad),2021-07-10 04:47:58,2022-01-19 15:02:05
0y0qPSILVuwmj-hxkJJ0Bg,EverybodyFights,"Fitness & Instruction, Gyms, Boxing, Active Life",5.0,22,4.68,25,0.8945078731242222,1.0,0.1054921268757778,High Q / Low Pop (Oportunidad),2019-02-05 13:26:39,2021-02-26 14:11:05
0yNUjszQ0kOphvZs_kvvqA,Scratch Biscuits,"Bakeries, American (Traditional), Fast Food, Breakfast & Brunch, Food, Restaurants, Southern, Sandwiches, Comfort Food",3.0,121,2.826530612244898,98,0.12395790709297144,0.5,0.37604209290702856,High Q / Low Pop (Oportunidad),2015-07-07 21:24:13,2016-08-03 06:52:41
0yW90oISSiOYmJBiu9RFuw,Oral Surgery Consultants of Pennsylvania,"Health & Medical, Dentists, Oral Surgeons",2.5,21,3.2222222222222223,9,0.2767156822202186,0.375,0.0982843177797814,Low Q / Low Pop,2011-03-21 19:25:58,2021-03-02 22:18:32
0yqpaakk5iM70s1c-L-lkA,All That Jazz Sound & Security,"Auto Security, Automotive, Auto Parts & Supplies, Car Stereo Installation, Auto Customization",5.0,79,4.824561403508772,57,0.6923838810335714,1.0,0.30761611896642854,High Q / Low Pop (Oportunidad),2010-07-11 03:01:39,2021-09-29 19:07:00
0zJxOq0zaIilWFWR59YvfQ,Mr Contractor,"Masonry/Concrete, Contractors, Home Services, Windows Installation",3.0,28,2.7857142857142856,14,0.3569214719189461,0.5,0.14307852808105392,High Q / Low Pop (Oportunidad),2010-07-23 13:16:13,2021-03-26 15:09:18
0zQtELENNywry4zSxQBWlg,First Street Steaks,"Breakfast & Brunch, Sandwiches, Cheesesteaks, Restaurants",4.0,29,4.0,18,0.6014243690279868,0.75,0.14857563097201326,High Q / Low Pop (Oportunidad),2014-09-20 18:54:00,2015-08-13 15:02:37
0zWAsCBzvuCI_Ydx7yH1Jw,Shing Kee,"Noodles, Chinese, Restaurants, Soup",4.0,84,4.063492063492063,63,0.4325536588939311,0.75,0.3174463411060689,High Q / Low Pop (Oportunidad),2014-01-10 21:14:30,2021-11-29 06:45:06
0zWYKUPvImD7ufl1RQ1jhw,Don's Auto Repair,"Automotive, Auto Repair",5.0,207,4.766423357664234,137,0.5374486504266233,1.0,0.46255134957337674,High Q / Low Pop (Oportunidad),2008-11-28 17:57:56,2022-01-05 17:01:47
0zf4KKZqbqoxiuKzeZLDdg,PrimoHoagies,"Italian, Sandwiches, Restaurants",3.5,65,3.3684210526315788,57,0.3485767921229544,0.625,0.2764232078770456,High Q / Low Pop (Oportunidad),2008-05-04 01:22:48,2021-08-10 01:04:40
0zwoiosqg2_VgqtOuQGS9A,Old City Asian Bistro,"Asian Fusion, Restaurants",4.0,34,4.0,35,0.576428989588478,0.75,0.17357101041152198,High Q / Low Pop (Oportunidad),2010-04-15 02:47:42,2011-11-23 18:52:22
1-KxvPja7GvoCYVIgxgAOw,Penzeys,"Food, Specialty Food, Herbs & Spices, Grocery",4.5,25,4.36,25,0.7496280285183029,0.875,0.12537197148169713,High Q / Low Pop (Oportunidad),2015-08-25 14:28:45,2021-10-16 18:44:42
1-OSwGhAUi7w9T4Ru-IRjA,Chef's Market,"Event Planning & Services, Food, Specialty Food, Grocery, Bakeries, Caterers",2.5,14,2.7857142857142856,14,0.33881749505854664,0.375,0.03618250494145335,Low Q / Low Pop,2007-02-05 18:20:37,2010-10-13 18:25:48
1-fNb0DyGtCuD4qg2uA7bQ,Pazzo Pazzo,"Seafood, Cheesesteaks, Sandwiches, American (New), Salad, Restaurants, Pizza",2.5,51,3.107142857142857,28,0.13723490248774298,0.375,0.23776509751225702,Low Q / Low Pop,2013-10-29 21:21:27,2020-02-20 00:26:15
10CVsckZKfUFO1LnXfMZ6A,Zerit's Taxi-Cab Service,"Airport Shuttles, Transportation, Limos, Airports, Taxis, Hotels & Travel",3.5,41,3.75,24,0.42186573046322695,0.625,0.20313426953677305,High Q / Low Pop (Oportunidad),2013-01-17 01:07:24,2017-09-29 11:31:39
10lSxsZ17WU14dmPcqvrIg,Dos Funny Frogs,"Home Cleaning, Home Services",3.0,38,2.72,25,0.3088822644515985,0.5,0.19111773554840147,High Q / Low Pop (Oportunidad),2010-09-02 14:44:24,2017-02-02 15:57:01
10wt8eSXI_PZfl9dRIiWmg,Rangoli: Vibrant Flavors of India,"Pakistani, Specialty Food, Halal, Restaurants, Indian, Health Markets, Vegetarian, Vegan, Ethnic Food, Food",4.0,89,3.927536231884058,69,0.4232854789307225,0.75,0.3267145210692775,High Q / Low Pop (Oportunidad),2007-02-08 02:51:17,2020-11-03 23:15:14
111xH-Jad3rSZBgGRjcxaw,Temple University Dental School Clinic,"Dentists, Health & Medical, General Dentistry",2.5,28,2.1333333333333333,15,0.23192147191894608,0.375,0.14307852808105392,Low Q / Low Pop,2010-06-23 14:36:40,2020-12-01 09:31:15
115Vnqj_18yog_PWIV0JzA,Kibitz in the City,"Restaurants, Delis, Sandwiches",4.0,13,3.769230769230769,13,0.7250046205604913,0.75,0.024995379439508726,High Q / Low Pop (Oportunidad),2007-03-08 01:27:09,2010-03-28 14:01:39
118HJGOCCgVJ6DhbgUDbbA,Mallory Eisenman,"Health & Medical, Doctors, Sports Medicine, Podiatrists",4.5,11,4.625,8,0.875,0.875,0.0,High Q / Low Pop (Oportunidad),2012-12-04 17:02:36,2020-10-22 01:08:17
11HXgzo47w5e5pziFXpTNg,Market 16 Noodle Bar,"Food, Noodles, Specialty Food, Ethnic Food, Imported Food, Sushi Bars, Restaurants",1.5,39,1.7666666666666666,30,-0.07022299293586873,0.125,0.19522299293586873,Low Q / Low Pop,2012-09-24 17:27:37,2016-06-16 20:40:19
11RhBs31p7Hv6RAFXs8YaQ,Elites Go Free: Jurassic Quest,"Local Flavor, Yelp Events",4.5,12,4.416666666666667,12,0.8620211545488627,0.875,0.012978845451137224,High Q / Low Pop (Oportunidad),2022-01-15 19:48:39,2022-01-19 11:32:59
11uo3yawm_d1DWCCMpM1tw,Barrel's Fine Food,"Italian, Restaurants",4.0,49,3.7857142857142856,42,0.5185945021226779,0.75,0.2314054978773221,High Q / Low Pop (Oportunidad),2009-01-28 23:18:06,2021-12-24 00:23:54
12kD46cnLyMXUQTCI2N0ug,P&P Grocery,"Food, Grocery",4.5,13,4.3,10,0.8500046205604913,0.875,0.024995379439508726,High Q / Low Pop (Oportunidad),2008-06-23 19:07:33,2012-04-18 18:42:59
12rhY0NEtsiy_9S0oug2mA,Alex's Pizzeria,"Restaurants, Pizza",3.5,57,3.977272727272727,44,0.36952834588838623,0.625,0.25547165411161377,High Q / Low Pop (Oportunidad),2008-05-22 19:45:14,2021-05-25 17:23:32
14ZGwnDyydXdSBsLXpSUrA,Vientiane Café,"Vietnamese, Restaurants, Food, Thai, Coffee & Tea, Laotian",4.0,304,4.0830324909747295,277,0.22538227612095818,0.75,0.5246177238790418,High Q / High Pop,2007-06-07 07:15:16,2021-11-24 01:36:00
14yQhAOxTs1zzIc4GDK6Iw,H&M,"Shopping, Children's Clothing, Men's Clothing, Women's Clothing, Fashion, Department Stores",3.0,34,3.1176470588235294,34,0.326428989588478,0.5,0.17357101041152198,High Q / Low Pop (Oportunidad),2007-10-29 20:15:15,2019-06-21 21:51:27
15JFk0bn7HJ9g9-N7tXl_Q,Heung Fa Chun Sweet House,"Chinese, Restaurants, Food, Desserts",4.5,237,4.3008474576271185,236,0.3906018942986114,0.875,0.4843981057013886,High Q / Low Pop (Oportunidad),2007-10-10 02:22:59,2022-01-08 14:31:26
166raYAseTAPUrKxowCngg,CVS Pharmacy,"Pharmacy, Shopping, Health & Medical, Food, Drugstores, Convenience Stores",2.0,29,2.375,24,0.10142436902798674,0.25,0.14857563097201326,Low Q / Low Pop,2010-11-22 19:16:35,2021-06-30 13:47:19
16vIo7ReRv8U-vLFmJqolg,Four Seasons Cleaners,"Sewing & Alterations, Local Services, Laundry Services, Dry Cleaning & Laundry, Dry Cleaning",4.5,26,4.454545454545454,22,0.7435084718665912,0.875,0.13149152813340878,High Q / Low Pop (Oportunidad),2010-01-10 05:23:28,2022-01-17 17:03:35
17MK8qagV374AuUA4sXuIA,XIX Nineteen,"Cafes, Lounges, Bars, American (New), American (Traditional), Restaurants, Nightlife, Seafood",3.5,611,3.596802841918295,563,-0.012541616359144081,0.625,0.6375416163591441,High Q / High Pop,2007-02-14 04:32:47,2021-11-26 19:42:40
17PrL-uGEg4kPvxZpYe00g,Yogorino,"Ice Cream & Frozen Yogurt, Food, Desserts",4.5,51,4.26,50,0.637234902487743,0.875,0.23776509751225702,High Q / Low Pop (Oportunidad),2013-11-15 02:19:27,2016-09-10 01:00:36
17Y8circEnkMMXKfLo8Ztg,Bitar's,"Restaurants, Middle Eastern, Falafel, Bakeries, Food, Greek, Mediterranean",4.0,154,4.1891891891891895,148,0.33513877486236404,0.75,0.41486122513763596,High Q / Low Pop (Oportunidad),2007-02-19 21:23:53,2021-08-31 21:05:29
17ad1R5nKxtOq4_PSALWgw,Zoom Drain,"Home Services, Plumbing, Local Services, Septic Services",3.5,13,2.857142857142857,7,0.6000046205604913,0.625,0.024995379439508726,High Q / Low Pop (Oportunidad),2019-10-04 22:48:31,2021-09-25 00:54:17
18790ccUVHejWqCmkoSJjA,Casta Diva,"Italian, Restaurants",4.5,148,4.297709923664122,131,0.4665402248022298,0.875,0.4084597751977702,High Q / Low Pop (Oportunidad),2007-02-06 19:40:27,2021-08-10 17:02:29
18kkPUHXsYj9qfMtiLlgJw,General Tso,"Restaurants, Chinese",4.5,11,4.875,8,0.875,0.875,0.0,High Q / Low Pop (Oportunidad),2018-12-09 00:08:22,2020-09-15 04:15:02
18xZwAzzShCRW_d8ZPpV5w,House of Pita Hanan,"Street Vendors, Middle Eastern, Local Flavor, Restaurants, Food Stands, Food",3.5,20,3.35,20,0.5342588564937869,0.625,0.09074114350621315,High Q / Low Pop (Oportunidad),2007-01-29 23:38:03,2015-02-27 20:31:32
19aqkl42CAi2V0vH8UJSfg,Hope's Cookies,"Food, Restaurants, Bakeries",4.5,67,4.6,65,0.5937361638353844,0.875,0.28126383616461553,High Q / Low Pop (Oportunidad),2010-02-27 20:12:01,2021-12-17 05:35:45
1AaipxJSx0QlzAbjSjKVTA,Eagle Nails & Organic Spa,"Beauty & Spas, Nail Salons",4.0,13,3.3333333333333335,6,0.7250046205604913,0.75,0.024995379439508726,High Q / Low Pop (Oportunidad),2017-01-20 16:08:25,2020-07-28 14:07:24
1AjSLvf5nZAet1bTqAZCKA,Billy Doc's,"Restaurants, Breakfast & Brunch",3.5,21,3.4761904761904763,21,0.5267156822202186,0.625,0.0982843177797814,High Q / Low Pop (Oportunidad),2012-04-07 15:56:39,2021-12-12 19:21:05
1Bby_pb1ZBojRRcslDk1gA,Ox Coffee,"Coffee Roasteries, Coffee & Tea, Food, Juice Bars & Smoothies, Bakeries",4.5,99,4.590361445783133,83,0.5312013760921179,0.875,0.3437986239078821,High Q / Low Pop (Oportunidad),2013-10-18 16:35:58,2022-01-04 20:29:04
1CCG0WYSoR8ejdgD5-Gaqg,Francoluigi's Pizzeria & Italian Restaurant,"Italian, Restaurants, Pizza",4.0,303,3.962686567164179,268,0.2259147856489967,0.75,0.5240852143510033,High Q / High Pop,2007-06-28 13:03:57,2021-06-29 00:28:50
1CTNhKEqGbmG5r-sBbDoLg,Tampopo,"Restaurants, Korean, Japanese",4.0,273,3.789272030651341,261,0.2427620016586841,0.75,0.5072379983413159,High Q / High Pop,2007-07-21 02:49:43,2020-04-09 20:46:34
1Ck2drCXGh1h5bhc9aIRpg,Jack's Firehouse,"Restaurants, American (New), Nightlife, Barbeque, Bars",3.5,569,3.358974358974359,507,-0.0010134833591610715,0.625,0.6260134833591611,High Q / High Pop,2006-10-23 22:29:13,2022-01-12 15:48:55
1DFvkUjtsqNRNlORaUYlFQ,Warsaw Cafe,"Modern European, Polish, Restaurants",3.0,27,3.0833333333333335,24,0.36261149452993136,0.5,0.13738850547006862,High Q / Low Pop (Oportunidad),2006-10-09 15:50:23,2018-01-30 12:46:49
1DkolDhbc0kydORZCIp7Fw,Night Market,"Food Stands, Restaurants, Local Flavor",3.0,66,3.2285714285714286,70,0.22113841526264671,0.5,0.2788615847373533,High Q / Low Pop (Oportunidad),2010-10-08 01:07:12,2019-06-22 12:31:20
1EEL5DATdF7odIRhVpf48A,Viet Bistro,"Sandwiches, Vietnamese, Restaurants, Soup, Noodles",4.5,14,4.0,7,0.8388174950585466,0.875,0.03618250494145335,High Q / Low Pop (Oportunidad),2021-10-16 19:03:20,2021-12-21 21:19:58
1ENdYUfYzDu9yyI3-MVklA,Boostin' Bowls,"Juice Bars & Smoothies, Acai Bowls, Restaurants, American (New), Food",4.5,77,4.370967741935484,62,0.5714891384210385,0.875,0.3035108615789614,High Q / Low Pop (Oportunidad),2017-09-16 18:02:01,2021-09-28 04:19:24
1FCxJuEH_3tmxUDVPv1qfw,Poe's Sandwich Joint,"Sandwiches, American (Traditional), Restaurants",4.0,122,4.111111111111111,81,0.3726342343908008,0.75,0.3773657656091992,High Q / Low Pop (Oportunidad),2018-12-07 17:28:39,2021-11-08 20:25:43
1F_lKVOdC8UN-5UOQ-FSGA,Luxor Cafe & Hookah Lounge,"Food, Hookah Bars, Shopping, Coffee & Tea, Nightlife, Head Shops, Lounges, Bars",4.5,29,4.636363636363637,22,0.7264243690279868,0.875,0.14857563097201326,High Q / Low Pop (Oportunidad),2013-12-22 16:55:00,2021-11-15 00:46:20
1FeB0RbAz9kdoZsTf05arw,Orient Express,"Food Stands, Restaurants, Chinese",3.5,15,3.230769230769231,13,0.5783526380361446,0.625,0.04664736196385548,High Q / Low Pop (Oportunidad),2007-07-18 18:42:44,2021-02-17 17:14:35
1GSWARDKGoe2FWF1QeFqgA,The Geisha House,"Women's Clothing, Fashion, Shopping, Accessories, Jewelry, Lingerie",4.5,41,4.5588235294117645,34,0.671865730463227,0.875,0.20313426953677305,High Q / Low Pop (Oportunidad),2012-12-29 23:37:38,2020-04-27 18:08:14
1GaPHKxZxpeVShIJBv8ICw,CTS Paint Pros,"Home Services, Contractors, Interior Design, Professional Services, Painters",4.5,25,4.0,17,0.7496280285183029,0.875,0.12537197148169713,High Q / Low Pop (Oportunidad),2011-03-09 23:03:16,2021-03-10 00:31:08
1GawRltBBRlfZyVo4znu7g,Oxford Circus,"Shopping, Toy Stores",4.0,11,3.8,10,0.75,0.75,0.0,High Q / Low Pop (Oportunidad),2008-08-16 18:11:22,2019-01-28 20:28:26
1Ggw9DE7s9h4q9sRo-f3oA,Happy Dragon Chinese Restaurant,"Chinese, Restaurants, Comfort Food, Asian Fusion",3.5,42,3.787878787878788,33,0.41805028370796604,0.625,0.20694971629203396,High Q / Low Pop (Oportunidad),2010-12-15 05:37:06,2021-10-11 22:02:04
1GtznWHocNxSCunIKUzcmg,Broad Street Bullies,"Pubs, Nightlife, Bars, Food",2.5,64,3.0,53,0.1010523975462897,0.375,0.2739476024537103,Low Q / Low Pop,2012-04-14 17:51:16,2021-07-27 18:44:19
1H8ReY5GlGcHJz7umVidkg,Jonathan Best Gourmet Grocer,"Food, Specialty Food",3.5,14,3.7142857142857144,14,0.5888174950585466,0.625,0.03618250494145335,High Q / Low Pop (Oportunidad),2012-01-28 22:32:29,2019-08-31 13:02:35
1I58IN0Ar5Qd3WnE1smgVg,Pikes Corner,"Food, Specialty Food, Seafood, Seafood Markets, Restaurants",3.5,13,3.5,12,0.6000046205604913,0.625,0.024995379439508726,High Q / Low Pop (Oportunidad),2010-06-14 15:34:02,2018-08-22 22:33:05
1JTT6PBYcoVwiUdhsSLDEg,Teas N' Mi,"Vietnamese, Restaurants, Bubble Tea, Indian, Food, Sandwiches",4.0,45,4.027777777777778,36,0.5321147470936622,0.75,0.2178852529063377,High Q / Low Pop (Oportunidad),2018-06-23 18:38:49,2021-11-02 01:18:33
1KxvbQoLUSnYlgxzJ3FEJw,Green Line Cafe,"Food, Coffee & Tea",4.0,24,3.9545454545454546,22,0.6309876281532378,0.75,0.11901237184676218,High Q / Low Pop (Oportunidad),2013-01-10 21:56:15,2015-01-06 13:37:08
1LAOf6vASiAXKc9-jGv32g,Planet Fitness,"Active Life, Tanning, Gyms, Trainers, Beauty & Spas, Fitness & Instruction",3.0,76,3.044776119402985,67,0.19858141268344554,0.5,0.30141858731655446,High Q / Low Pop (Oportunidad),2009-01-06 14:12:01,2021-12-03 20:20:10
1LhpU1alopR_l-bWVQPkUA,Oh Shea's Pub,"Restaurants, Nightlife, Bars, American (New), Pubs",3.5,56,3.690909090909091,55,0.372348399673972,0.625,0.252651600326028,High Q / Low Pop (Oportunidad),2008-06-06 05:15:11,2019-02-26 15:58:50
1M7b87GZXWOTjQTq3cxRBw,Betty's Speakeasy,"Restaurants, Coffee & Tea, Desserts, Bakeries, Food, Sandwiches",4.0,54,4.303571428571429,56,0.5031400512482054,0.75,0.24685994875179465,High Q / Low Pop (Oportunidad),2009-01-15 04:45:16,2014-09-12 16:26:18
1MIya9yZmgh5wDry-PkmQw,Les Fleurs Salon,"Beauty & Spas, Hair Removal, Waxing, Day Spas, Nail Salons, Skin Care, Eyelash Service",5.0,82,4.838709677419355,62,0.6864145319012203,1.0,0.31358546809877974,High Q / Low Pop (Oportunidad),2017-04-29 19:13:28,2021-08-09 20:48:33
1MPWKk7dBGUUKoys3sBKPA,Philly Pretzel Factory,"Pretzels, Hot Dogs, Food, Bakeries, Restaurants",4.5,17,4.6875,16,0.8092542359332957,0.875,0.06574576406670435,High Q / Low Pop (Oportunidad),2008-03-17 04:36:51,2020-09-28 04:25:54
1MSqiroAeu3ZeOWjtls8Dg,Skillfix,"Local Services, TV Mounting, Home Cleaning, Home Services, Home & Garden, Garage Door Services, Shopping, Painters, Handyman, Grilling Equipment, Heating & Air Conditioning/HVAC, Furniture Assembly, Fitness/Exercise Equipment, Grill Services, Carpenters",4.5,12,4.5,8,0.8620211545488627,0.875,0.012978845451137224,High Q / Low Pop (Oportunidad),2017-11-18 19:44:02,2021-08-14 18:10:26
1MbwLxXrQk7H1FOidg8hoA,Yummy Pho,"Soup, Thai, Asian Fusion, Coffee & Tea, Vietnamese, Bubble Tea, Restaurants, Food",4.5,72,4.439024390243903,41,0.5822314104051276,0.875,0.29276858959487245,High Q / Low Pop (Oportunidad),2017-11-30 15:59:09,2021-10-31 01:28:03
1N7RWvz2c_e640PsvnSc0A,Taco Riendo,"Restaurants, Mexican",4.0,309,3.8865248226950353,282,0.22274564883180414,0.75,0.5272543511681959,High Q / High Pop,2006-11-16 05:36:33,2021-07-29 21:57:11
1NCUTTp6rIyXpwUDVv9qOA,Lazos Pizza & Grill,"Pizza, American (Traditional), Restaurants, Italian",4.0,176,3.889655172413793,145,0.3136176104213973,0.75,0.4363823895786027,High Q / Low Pop (Oportunidad),2010-07-22 00:16:11,2021-12-23 06:07:34
1NMz64NAM9ED-x6-dbVxdw,Buffalo Billiards,"Sports Bars, Pool Halls, Nightlife, Restaurants, Bars, American (Traditional)",3.5,241,3.550724637681159,207,0.13789934831261302,0.625,0.487100651687387,High Q / Low Pop (Oportunidad),2007-02-15 21:42:32,2021-10-23 16:56:51
1O-cOXmPlowTmoGgMi2Vtg,Premium Steap,"Coffee & Tea, Food, Kitchen & Bath, Shopping, Home & Garden",4.0,90,3.7865168539325844,89,0.4214937589815299,0.75,0.3285062410184701,High Q / Low Pop (Oportunidad),2007-03-14 19:18:20,2016-08-01 19:08:36
